date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:44:09	50/50	---MCZ	200	added ('OK')	text/plain	date:Sat,%2015%20Oct%202022%2012:14:07%20GMT	https://layerdrops.com/robots.txt		(from )
17:44:09	153140/153140	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2012:14:07%20GMT	https://layerdrops.com/insurwp/	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/index.html	(from )
17:44:10	88932/88932	---MCZ	200	added ('OK')	text/css	etag:W/%2262ddb45d-15b64%22	https://layerdrops.com/insurwp/wp-includes/css/dist/block-library/style.min.css?ver=6.0.2	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-includes/css/dist/block-library/style.min5b21.css	(from https://layerdrops.com/insurwp/)
17:44:10	18728/18728	---MC-	200	added ('OK')	application/rss+xml	etag:%22d823ef8febeb8899dd28c9a4a1dc4c68%22	https://layerdrops.com/insurwp/feed/	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/feed/index.html	(from https://layerdrops.com/insurwp/)
17:44:11	10435/10435	---MCZ	200	added ('OK')	text/css	etag:W/%22634a888d-28c3%22	https://layerdrops.com/insurwp/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=8.5.1	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style2ff6.css	(from https://layerdrops.com/insurwp/)
17:44:11	9883/9883	---MC-	200	added ('OK')	application/rss+xml	etag:%22d823ef8febeb8899dd28c9a4a1dc4c68%22	https://layerdrops.com/insurwp/comments/feed/	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/comments/feed/index.html	(from https://layerdrops.com/insurwp/)
17:44:11	230625/230625	---MCZ	200	added ('OK')	text/css	etag:W/%22634a888d-384e1%22	https://layerdrops.com/insurwp/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=8.5.1	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style2ff6.css	(from https://layerdrops.com/insurwp/)
17:44:12	2630/2630	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8886-a46%22	https://layerdrops.com/insurwp/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox.css?ver=1.2.0	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox7359.css	(from https://layerdrops.com/insurwp/)
17:44:13	9281/9281	---MCZ	200	added ('OK')	text/css	etag:W/%22634a888c-2441%22	http://layerdrops.com/insurwp/wp-content/plugins/woocommerce/assets/css/prettyPhoto.css?ver=3.1.6	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/woocommerce/assets/css/prettyPhoto005e.css	(from https://layerdrops.com/insurwp/)
17:44:13	30603/30603	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8886-778b%22	https://layerdrops.com/insurwp/wp-content/plugins/yith-woocommerce-wishlist/assets/css/font-awesome.css?ver=4.7.0	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/yith-woocommerce-wishlist/assets/css/font-awesome1849.css	(from https://layerdrops.com/insurwp/)
17:44:13	29337/29337	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8886-7299%22	https://layerdrops.com/insurwp/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style.css?ver=3.14.0	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/yith-woocommerce-wishlist/assets/css/styledf38.css	(from https://layerdrops.com/insurwp/)
17:44:13	2731/2731	---MCZ	200	added ('OK')	text/css	etag:W/%2263280109-aab%22	https://layerdrops.com/insurwp/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.3	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/contact-form-7/includes/css/styles42f0.css	(from https://layerdrops.com/insurwp/)
17:44:14	2746/2746	---MCZ	200	added ('OK')	text/css	etag:W/%226177fd68-aba%22	https://layerdrops.com/insurwp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar.css?ver=1665834243	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar2f5f.css	(from https://layerdrops.com/insurwp/)
17:44:14	87493/87493	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8830-155c5%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/animate/animate.min.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/animate/animate.min5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:14	11832/11832	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8830-2e38%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/bootstrap-select/css/bootstrap-select.min.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/bootstrap-select/css/bootstrap-select.min5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:15	4088/4088	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8830-ff8%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/bxslider/jquery.bxslider.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/bxslider/jquery.bxslider5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:15	335/335	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8830-14f%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/jarallax/jarallax.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/jarallax/jarallax5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:15	7302/7302	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8830-1c86%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/jquery-magnific-popup/jquery.magnific-popup5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:16	3116/3116	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8830-c2c%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/odometer/odometer.min.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/odometer/odometer.min5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:16	3356/3356	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8830-d1c%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/owl-carousel/owl.carousel.min.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/owl-carousel/owl.carousel.min5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:16	1018/1018	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8830-3fa%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/owl-carousel/owl.theme.default.min.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/owl-carousel/owl.theme.default.min5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:16	313/313	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8830-139%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/reey-font/stylesheet.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/reey-font/stylesheet5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:17	13689/13689	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8830-3579%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/swiper/swiper.min.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/swiper/swiper.min5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:17	11084/11084	---MCZ	200	added ('OK')	text/css	etag:W/%22634a8830-2b4c%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/ion.rangeSlider/css/ion.rangeSlider.min.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/vendors/ion.rangeSlider/css/ion.rangeSlider.min5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:17	0/0	---M--	200	added ('OK')	text/css	etag:%22634a8830-0%22	https://layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/css/insur-addon.css?ver=1665828912	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/plugins/insur-addon/assets/css/insur-addon5eb8.css	(from https://layerdrops.com/insurwp/)
17:44:18	14332/14332	---MCZ	200	added ('OK')	text/css	etag:W/%22634a885f-37fc%22	https://layerdrops.com/insurwp/wp-content/themes/insur/assets/vendors/flaticons/css/flaticon.css?ver=1.1	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/themes/insur/assets/vendors/flaticons/css/flaticon4963.css	(from https://layerdrops.com/insurwp/)
17:44:18	3034/3034	---MCZ	200	added ('OK')	text/css	etag:W/%22634a885f-bda%22	https://layerdrops.com/insurwp/wp-content/themes/insur/assets/vendors/insur-icons/style.css?ver=1.0	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/themes/insur/assets/vendors/insur-icons/style5152.css	(from https://layerdrops.com/insurwp/)
17:44:18	969/969	---MCZ	200	added ('OK')	text/css	etag:W/%22634a885f-3c9%22	https://layerdrops.com/insurwp/wp-content/themes/insur/assets/vendors/insur-two-icon/style.css?ver=1.0	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/themes/insur/assets/vendors/insur-two-icon/style5152.css	(from https://layerdrops.com/insurwp/)
17:44:19	154881/154881	---MCZ	200	added ('OK')	text/css	etag:W/%22634a885f-25d01%22	https://layerdrops.com/insurwp/wp-content/themes/insur/assets/vendors/bootstrap/css/bootstrap.min.css?ver=5.0.0	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/themes/insur/assets/vendors/bootstrap/css/bootstrap.minbb93.css	(from https://layerdrops.com/insurwp/)
17:44:19	59348/59348	---MCZ	200	added ('OK')	text/css	etag:W/%22634a885f-e7d4%22	https://layerdrops.com/insurwp/wp-content/themes/insur/assets/vendors/fontawesome/css/all.min.css?ver=5.15.1	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/themes/insur/assets/vendors/fontawesome/css/all.min9e0b.css	(from https://layerdrops.com/insurwp/)
17:44:23	448744/448744	---MCZ	200	added ('OK')	text/css	etag:W/%22634a885f-6d8e8%22	https://layerdrops.com/insurwp/wp-content/themes/insur/style.css?ver=1665834243	C:/Users/Owner/Desktop/Demo%20Project/15%20Oct%20BooStock/layerdrops.com/insurwp/wp-content/themes/insur/style2f5f.css	(from https://layerdrops.com/insurwp/)
